ID,Name,Types,Attack,Defense,Stamina,Fast Moves,Charge Moves
447,Riolu,Fighting,127,78,120,"Counter, Quick Attack","Blaze Kick, Brick Break, Cross Chop, Low Sweep, Thunder Punch"
448,Lucario,"Fighting, Steel",236,144,172,"Bullet Punch, Counter, Force Palm (legacy)","Aura Sphere, Blaze Kick, Close Combat, Flash Cannon, Meteor Mash, Power-Up Punch, Shadow Ball, Thunder Punch"
448,Mega Lucario,"Fighting, Steel",310,175,172,,
449,Hippopotas,Ground,124,118,169,"Bite, Sand Attack, Tackle","Body Slam, Dig, Rock Tomb, Frustration (Shadow), Return (Purified)"
450,Hippowdon,Ground,201,191,239,"Bite, Fire Fang, Ice Fang, Sand Attack, Thunder Fang","Body Slam, Earth Power, Earthquake, Scorching Sands, Stone Edge, Weather Ball - Rock, Frustration (Shadow), Return (Purified)"
451,Skorupi,"Poison, Bug",93,151,120,"Infestation, Poison Sting","Aqua Tail, Cross Poison, Sludge Bomb, Frustration (Shadow), Return (Purified)"
452,Drapion,"Poison, Dark",180,202,172,"Bite, Ice Fang, Infestation, Poison Sting","Aqua Tail, Crunch, Fell Stinger, Sludge Bomb, Frustration (Shadow), Return (Purified)"
453,Croagunk,"Poison, Fighting",116,76,134,"Mud Shot, Poison Jab, Poison Sting","Brick Break, Low Sweep, Sludge Bomb, Frustration (Shadow), Return (Purified)"
454,Toxicroak,"Poison, Fighting",211,133,195,"Counter, Mud Shot, Poison Jab, Poison Sting","Drain Punch, Dynamic Punch, Mud Bomb, Shadow Ball, Sludge Bomb, Frustration (Shadow), Return (Purified)"
455,Carnivine,Grass,187,136,179,"Bite, Vine Whip","Crunch, Energy Ball, Power Whip"
456,Finneon,Water,96,116,135,"Pound, Water Gun","Ice Beam, Silver Wind, Water Pulse"
457,Lumineon,Water,142,170,170,"Water Gun, Waterfall","Aqua Tail, Blizzard, Silver Wind, Water Pulse"
458,Mantyke,"Water, Flying",105,179,128,"Bubble, Tackle","Aerial Ace, Ice Beam, Water Pulse"
459,Snover,"Grass, Ice",115,105,155,"Ice Shard, Leafage, Powder Snow","Energy Ball, Ice Beam, Stomp, Frustration (Shadow), Return (Purified)"
460,Abomasnow,"Grass, Ice",178,158,207,"Leafage, Powder Snow, Razor Leaf","Blizzard, Energy Ball, Icy Wind, Outrage, Weather Ball - Ice, Frustration (Shadow), Return (Purified)"
460,Mega Abomasnow,"Grass, Ice",240,191,207,,
461,Weavile,"Dark, Ice",243,171,172,"Feint Attack, Ice Shard, Snarl","Avalanche, Focus Blast, Foul Play, Triple Axel, Frustration (Shadow), Return (Purified)"
462,Magnezone,"Electric, Steel",238,205,172,"Charge Beam, Metal Sound, Spark, Volt Switch","Flash Cannon, Mirror Shot, Wild Charge, Zap Cannon, Frustration (Shadow), Return (Purified)"
463,Lickilicky,Normal,161,181,242,"Lick, Rollout, Zen Headbutt","Earthquake, Hyper Beam, Shadow Ball, Solar Beam, Body Slam (legacy)"
464,Rhyperior,"Ground, Rock",241,190,251,"Mud-Slap, Smack Down","Breaking Swipe, Earthquake, Skull Bash, Stone Edge, Superpower, Surf, Rock Wrecker (Community Day), Frustration (Shadow), Return (Purified)"
465,Tangrowth,Grass,207,184,225,"Infestation, Vine Whip","Ancient Power, Power Whip, Rock Slide, Sludge Bomb, Solar Beam, Frustration (Shadow), Return (Purified)"
466,Electivire,Electric,249,163,181,"Low Kick, Thunder Shock","Ice Punch, Thunder, Thunder Punch, Wild Charge, Flamethrower (Community Day), Frustration (Shadow), Return (Purified)"
467,Magmortar,Fire,247,172,181,"Fire Spin, Karate Chop","Brick Break, Fire Blast, Fire Punch, Psychic, Scorching Sands, Thunderbolt (Community Day), Frustration (Shadow), Return (Purified)"
468,Togekiss,"Fairy, Flying",225,217,198,"Air Slash, Charm, Hidden Power, Peck","Aerial Ace, Ancient Power, Dazzling Gleam, Flamethrower, Psyshock, Aura Sphere (Community Day)"
469,Yanmega,"Bug, Flying",231,156,200,"Bug Bite, Wing Attack","Aerial Ace, Ancient Power, Bug Buzz"
470,Leafeon,Grass,216,219,163,"Quick Attack, Razor Leaf, Bullet Seed (Community Day)","Energy Ball, Leaf Blade, Solar Beam, Last Resort (Community Day)"
471,Glaceon,Ice,238,205,163,"Frost Breath, Ice Shard","Avalanche, Ice Beam, Icy Wind, Last Resort (Community Day), Water Pulse (Community Day)"
472,Gliscor,"Ground, Flying",185,222,181,"Fury Cutter, Sand Attack, Wing Attack","Aerial Ace, Earthquake, Night Slash, Sand Tomb, Frustration (Shadow), Return (Purified)"
473,Mamoswine,"Ice, Ground",247,146,242,"Mud-Slap, Powder Snow","Avalanche, Bulldoze, High Horsepower, Icicle Spear, Stone Edge, Ancient Power (Community Day), Frustration (Shadow), Return (Purified)"
474,Porygon-Z,Normal,264,150,198,"Charge Beam, Hidden Power, Lock-On","Blizzard, Hyper Beam, Solar Beam, Zap Cannon, Tri Attack (Community Day), Frustration (Shadow), Return (Purified)"
475,Gallade,"Psychic, Fighting",237,195,169,"Charm, Confusion, Low Kick, Psycho Cut","Close Combat, Leaf Blade, Psychic, Synchronoise (Community Day), Frustration (Shadow), Return (Purified)"
475,Mega Gallade,"Psychic, Fighting",326,230,169,,
476,Probopass,"Rock, Steel",135,275,155,"Rock Throw, Spark","Magnet Bomb, Rock Slide, Thunderbolt, Zap Cannon, Frustration (Shadow), Return (Purified)"
477,Dusknoir,Ghost,180,254,128,"Astonish, Hex","Dark Pulse, Dynamic Punch, Ominous Wind, Poltergeist, Psychic, Shadow Punch, Shadow Ball (Community Day), Frustration (Shadow), Return (Purified)"
478,Froslass,"Ice, Ghost",171,150,172,"Hex, Powder Snow","Avalanche, Crunch, Shadow Ball, Triple Axel, Frustration (Shadow), Return (Purified)"
479,Rotom,"Electric, Ghost",185,159,137,"Astonish, Thunder Shock","Ominous Wind, Thunder, Thunderbolt"
479,Heat Rotom,"Electric, Fire",204,219,137,"Astonish, Thunder Shock","Overheat, Thunder, Thunderbolt"
479,Wash Rotom,"Electric, Water",204,219,137,"Astonish, Thunder Shock","Hydro Pump, Thunder, Thunderbolt"
479,Frost Rotom,"Electric, Ice",204,219,137,"Astonish, Thunder Shock","Blizzard, Thunder, Thunderbolt"
479,Mow Rotom,"Electric, Grass",204,219,137,"Astonish, Thunder Shock","Ominous Wind, Thunder, Thunderbolt"
480,Uxie,Psychic,156,270,181,"Confusion, Extrasensory","Future Sight, Swift, Thunder"
481,Mesprit,Psychic,212,212,190,"Confusion, Extrasensory","Blizzard, Future Sight, Swift"
482,Azelf,Psychic,270,151,181,"Confusion, Extrasensory","Fire Blast, Future Sight, Swift"
483,Dialga,"Steel, Dragon",275,211,205,"Dragon Breath, Metal Claw","Draco Meteor, Iron Head, Thunder, Frustration (Shadow), Return (Purified)"
483,Dialga Origin Forme,"Steel, Dragon",270,225,205,"Dragon Breath, Metal Claw","Draco Meteor, Iron Head, Thunder, Frustration (Shadow), Return (Purified)"
484,Palkia,"Water, Dragon",280,215,189,"Dragon Breath, Dragon Tail","Aqua Tail, Draco Meteor, Fire Blast, Hydro Pump, Frustration (Shadow), Return (Purified)"
484,Palkia Origin Forme,"Water, Dragon",286,223,189,"Dragon Breath, Dragon Tail","Aqua Tail, Draco Meteor, Fire Blast, Hydro Pump, Frustration (Shadow), Return (Purified)"
485,Heatran,"Fire, Steel",251,213,209,"Bug Bite, Fire Spin","Earth Power, Fire Blast, Flamethrower, Iron Head, Stone Edge, Magma Storm (legacy), Frustration (Shadow), Return (Purified)"
486,Regigigas,Normal,287,210,221,"Hidden Power, Zen Headbutt","Focus Blast, Giga Impact, Thunder, Crush Grip (legacy), Frustration (Shadow), Return (Purified)"
487,Giratina Altered Forme,"Ghost, Dragon",187,225,284,"Dragon Breath, Shadow Claw","Ancient Power, Dragon Claw, Shadow Sneak, Shadow Force (legacy), Frustration (Shadow), Return (Purified)"
487,Giratina Origin Forme,"Ghost, Dragon",225,187,284,"Dragon Tail, Shadow Claw","Dragon Pulse, Ominous Wind, Shadow Ball, Shadow Force (legacy), Frustration (Shadow), Return (Purified)"
488,Cresselia,Psychic,152,258,260,"Confusion, Psycho Cut","Aurora Beam, Future Sight, Moonblast, Grass Knot (legacy), Frustration (Shadow), Return (Purified)"
491,Darkrai,Dark,285,198,172,"Feint Attack, Snarl","Dark Pulse, Focus Blast, Shadow Ball, Sludge Bomb (legacy), Frustration (Shadow), Return (Purified)"
492,Shaymin Land Forme,Grass,210,210,225,"Hidden Power, Magical Leaf, Zen Headbutt","Energy Ball, Grass Knot, Seed Flare, Solar Beam"
492,Shaymin Sky Forme,"Grass, Flying",261,166,225,"Hidden Power, Magical Leaf, Zen Headbutt","Energy Ball, Grass Knot, Seed Flare, Solar Beam"
494,Victini,"Psychic, Fire",210,210,225,"Confusion, Quick Attack","Focus Blast, Overheat, Psychic, Psyshock, V-create"
495,Snivy,Grass,88,107,128,"Tackle, Vine Whip","Energy Ball, Seed Bomb, Wrap, Frustration (Shadow), Return (Purified)"
496,Servine,Grass,122,152,155,"Iron Tail, Vine Whip","Grass Knot, Leaf Tornado, Wrap, Frustration (Shadow), Return (Purified)"
497,Serperior,Grass,161,204,181,"Iron Tail, Vine Whip","Aerial Ace, Grass Knot, Leaf Tornado, Frenzy Plant (Community Day), Frustration (Shadow), Return (Purified)"
498,Tepig,Fire,115,85,163,"Ember, Tackle","Body Slam, Flame Charge, Flamethrower, Frustration (Shadow), Return (Purified)"
499,Pignite,"Fire, Fighting",173,106,207,"Ember, Tackle","Flame Charge, Flamethrower, Rock Tomb, Frustration (Shadow), Return (Purified)"
500,Emboar,"Fire, Fighting",235,127,242,"Ember, Low Kick","Flame Charge, Focus Blast, Heat Wave, Rock Slide, Blast Burn (Community Day), Frustration (Shadow), Return (Purified)"
501,Oshawott,Water,117,85,146,"Tackle, Water Gun","Aqua Tail, Night Slash, Water Pulse, Frustration (Shadow), Return (Purified)"
502,Dewott,Water,159,116,181,"Fury Cutter, Water Gun","Aqua Tail, Water Pulse, X-Scissor, Frustration (Shadow), Return (Purified)"
503,Samurott,Water,212,157,216,"Fury Cutter, Waterfall","Blizzard, Hydro Pump, Liquidation, Megahorn, Razor Shell, Hydro Cannon (Community Day), Frustration (Shadow), Return (Purified)"
503,Hisuian Samurott,"Water, Dark",218,152,207,"Fury Cutter, Snarl, Waterfall","Dark Pulse, Icy Wind, Razor Shell, Sacred Sword, X-Scissor, Frustration (Shadow), Return (Purified)"
504,Patrat,Normal,98,73,128,"Bite, Tackle","Dig, Grass Knot, Hyper Fang, Frustration (Shadow), Return (Purified)"
505,Watchog,Normal,165,139,155,"Bite, Low Kick","Crunch, Grass Knot, Hyper Fang, Frustration (Shadow), Return (Purified)"
506,Lillipup,Normal,107,86,128,"Sand Attack, Tackle, Take Down","Dig, Rock Tomb, Thunderbolt"
507,Herdier,Normal,145,126,163,"Lick, Sand Attack, Take Down","Dig, Play Rough, Thunderbolt"
508,Stoutland,Normal,206,182,198,"Ice Fang, Lick, Sand Attack, Take Down","Crunch, Play Rough, Wild Charge"
509,Purrloin,Dark,98,73,121,"Scratch, Sucker Punch","Dark Pulse, Night Slash, Play Rough, Frustration (Shadow), Return (Purified)"
510,Liepard,Dark,187,106,162,"Charm, Snarl","Dark Pulse, Gunk Shot, Payback, Play Rough, Frustration (Shadow), Return (Purified)"
511,Pansage,Grass,104,94,137,"Scratch, Vine Whip","Crunch, Energy Ball, Seed Bomb"
512,Simisage,Grass,206,133,181,"Bite, Vine Whip","Crunch, Grass Knot, Solar Beam"
513,Pansear,Fire,104,94,137,"Fire Spin, Scratch","Crunch, Flame Burst, Flame Charge"
514,Simisear,Fire,206,133,181,"Bite, Fire Spin","Crunch, Fire Blast, Flamethrower"
515,Panpour,Water,104,94,137,"Scratch, Water Gun","Crunch, Surf, Water Pulse"
516,Simipour,Water,206,133,181,"Bite, Water Gun","Crunch, Hydro Pump, Surf"
517,Munna,Psychic,111,92,183,"Charge Beam, Zen Headbutt","Dazzling Gleam, Psybeam, Psyshock"
518,Musharna,Psychic,183,166,253,"Charge Beam, Zen Headbutt","Dazzling Gleam, Future Sight, Psyshock"
519,Pidove,"Normal, Flying",98,80,137,"Air Slash, Quick Attack","Aerial Ace, Air Cutter, Heat Wave, Frustration (Shadow), Return (Purified)"
520,Tranquill,"Normal, Flying",144,107,158,"Air Slash, Steel Wing","Aerial Ace, Heat Wave, Sky Attack, Frustration (Shadow), Return (Purified)"
521,Unfezant,"Normal, Flying",226,146,190,"Air Slash, Steel Wing","Heat Wave, Hyper Beam, Sky Attack, Frustration (Shadow), Return (Purified)"
522,Blitzle,Electric,118,64,128,"Quick Attack, Spark","Discharge, Flame Charge, Thunderbolt, Frustration (Shadow), Return (Purified)"
523,Zebstrika,Electric,211,136,181,"Low Kick, Spark","Discharge, Flame Charge, Wild Charge, Frustration (Shadow), Return (Purified)"
524,Roggenrola,Rock,121,110,146,"Smack Down, Tackle","Bulldoze, Rock Blast, Stone Edge, Frustration (Shadow), Return (Purified)"
525,Boldore,Rock,174,143,172,"Mud-Slap, Smack Down","Bulldoze, Rock Slide, Stone Edge, Frustration (Shadow), Return (Purified)"
526,Gigalith,Rock,226,201,198,"Mud-Slap, Smack Down","Heavy Slam, Rock Slide, Solar Beam, Superpower, Meteor Beam (Community Day), Frustration (Shadow), Return (Purified)"
527,Woobat,"Psychic, Flying",107,85,163,"Air Slash, Confusion","Aerial Ace, Air Cutter, Psyshock"
528,Swoobat,"Psychic, Flying",161,119,167,"Air Slash, Confusion","Aerial Ace, Fly, Future Sight, Psychic, Psychic Fangs"
529,Drilbur,Ground,154,85,155,"Mud-Slap, Scratch","Dig, Drill Run, Rock Tomb, Frustration (Shadow), Return (Purified)"
530,Excadrill,"Ground, Steel",255,129,242,"Metal Claw, Mud Shot, Mud-Slap","Drill Run, Earthquake, Iron Head, Rock Slide, Scorching Sands, Frustration (Shadow), Return (Purified)"
531,Audino,Normal,114,163,230,"Pound, Zen Headbutt","Body Slam, Dazzling Gleam, Disarming Voice, Hyper Beam"
531,Mega Audino,"Normal, Fairy",147,239,230,,
532,Timburr,Fighting,134,87,181,"Low Kick, Pound","Brick Break, Low Sweep, Rock Tomb, Frustration (Shadow), Return (Purified)"
533,Gurdurr,Fighting,180,134,198,"Low Kick, Poison Jab","Brick Break, Low Sweep, Stone Edge, Frustration (Shadow), Return (Purified)"
534,Conkeldurr,Fighting,243,158,233,"Counter, Poison Jab","Dynamic Punch, Focus Blast, Stone Edge, Brutal Swing (Community Day), Frustration (Shadow), Return (Purified)"
535,Tympole,Water,98,78,137,"Bubble, Mud Shot","Mud Bomb, Sludge Wave, Water Pulse"
536,Palpitoad,"Water, Ground",128,109,181,"Bubble, Mud Shot","Earth Power, Sludge Wave, Water Pulse"
537,Seismitoad,"Water, Ground",188,150,233,"Bubble, Mud Shot","Earth Power, Muddy Water, Sludge Bomb"
538,Throh,Fighting,172,160,260,"Low Kick, Zen Headbutt","Body Slam, Brick Break, Focus Blast, Low Sweep, Frustration (Shadow), Return (Purified)"
539,Sawk,Fighting,231,153,181,"Low Kick, Poison Jab","Body Slam, Brick Break, Focus Blast, Low Sweep, Frustration (Shadow), Return (Purified)"
540,Sewaddle,"Bug, Grass",96,124,128,"Bug Bite, Struggle Bug","Energy Ball, Seed Bomb, Silver Wind"
541,Swadloon,"Bug, Grass",115,162,146,"Bug Bite, Struggle Bug","Bug Buzz, Energy Ball, Silver Wind"
542,Leavanny,"Bug, Grass",205,165,181,"Bug Bite, Razor Leaf, Shadow Claw (Community Day)","Leaf Blade, Leaf Storm, Silver Wind, X-Scissor"
543,Venipede,"Bug, Poison",83,99,102,"Bug Bite, Poison Sting","Gyro Ball, Signal Beam, Sludge Bomb, Frustration (Shadow), Return (Purified)"
544,Whirlipede,"Bug, Poison",100,173,120,"Bug Bite, Poison Sting","Gyro Ball, Signal Beam, Sludge Bomb, Frustration (Shadow), Return (Purified)"
545,Scolipede,"Bug, Poison",203,175,155,"Bug Bite, Poison Jab, Poison Sting","Gyro Ball, Megahorn, Sludge Bomb, X-Scissor, Frustration (Shadow), Return (Purified)"
546,Cottonee,"Grass, Fairy",71,111,120,"Charm, Razor Leaf","Energy Ball, Grass Knot, Seed Bomb"
547,Whimsicott,"Grass, Fairy",164,176,155,"Charm, Fairy Wind, Razor Leaf","Grass Knot, Hurricane, Moonblast, Seed Bomb"
548,Petilil,Grass,119,91,128,"Charm, Hidden Power","Energy Ball, Seed Bomb"
549,Lilligant,Grass,214,155,172,"Charm, Hidden Power, Magical Leaf","Hyper Beam, Petal Blizzard, Solar Beam"
549,Hisuian Lilligant,"Grass, Fighting",208,159,172,"Bullet Seed, Magical Leaf","Close Combat, Petal Blizzard, Solar Beam, Upper Hand"
550,Basculin Red-Striped Form,Water,189,129,172,"Tackle, Water Gun","Aqua Jet, Aqua Tail, Muddy Water"
550,Basculin Blue-Striped Form,Water,189,129,172,"Tackle, Water Gun","Aqua Jet, Aqua Tail, Muddy Water"
550,Basculin White-Striped Form,Water,189,129,172,"Tackle, Water Gun","Aqua Jet, Aqua Tail, Muddy Water"
551,Sandile,"Ground, Dark",132,69,137,"Bite, Mud-Slap","Bulldoze, Crunch, Dig"
552,Krokorok,"Ground, Dark",155,90,155,"Bite, Mud-Slap","Bulldoze, Crunch, Earthquake"
553,Krookodile,"Ground, Dark",229,158,216,"Mud-Slap, Snarl","Brick Break, Crunch, Earthquake, Outrage, Sand Tomb"
554,Darumaka,Fire,153,86,172,"Fire Fang, Tackle","Fire Punch, Flame Charge, Frustration (Shadow), Return (Purified)"
554,Galarian Darumaka,Ice,153,86,172,"Ice Fang, Tackle","Ice Beam, Ice Punch, Frustration (Shadow), Return (Purified)"
555,Darmanitan,Fire,263,114,233,"Fire Fang, Incinerate, Tackle","Focus Blast, Overheat, Psychic, Rock Slide, Frustration (Shadow), Return (Purified)"
555,Galarian Darmanitan,Ice,263,114,233,"Ice Fang, Tackle","Avalanche, Ice Punch, Overheat, Superpower"
556,Maractus,Grass,201,130,181,"Bullet Seed, Poison Jab","Aerial Ace, Petal Blizzard, Solar Beam"
557,Dwebble,"Bug, Rock",118,128,137,"Cut, Smack Down","Rock Blast, Rock Tomb, X-Scissor, Frustration (Shadow), Return (Purified)"
558,Crustle,"Bug, Rock",188,200,172,"Fury Cutter, Smack Down","Rock Blast, Rock Slide, Rock Wrecker, X-Scissor, Frustration (Shadow), Return (Purified)"
559,Scraggy,"Dark, Fighting",132,132,137,"Feint Attack, Rock Smash","Acid Spray, Brick Break, Foul Play, Thunder Punch, Upper Hand"
560,Scrafty,"Dark, Fighting",163,222,163,"Counter, Snarl","Acid Spray, Foul Play, Power-Up Punch, Thunder Punch, Upper Hand"
561,Sigilyph,"Psychic, Flying",204,167,176,"Air Slash, Zen Headbutt","Air Cutter, Ancient Power, Psybeam, Signal Beam"
562,Yamask,Ghost,95,141,116,"Astonish, Zen Headbutt","Dark Pulse, Ominous Wind, Shadow Ball, Frustration (Shadow), Return (Purified)"
562,Galarian Yamask,"Ground, Ghost",95,141,116,Astonish,"Night Shade, Rock Tomb, Frustration (Shadow), Return (Purified)"
563,Cofagrigus,Ghost,163,237,151,"Astonish, Shadow Claw, Zen Headbutt","Dark Pulse, Psychic, Shadow Ball, Frustration (Shadow), Return (Purified)"
564,Tirtouga,"Water, Rock",134,146,144,"Bite, Water Gun","Ancient Power, Body Slam, Surf, Frustration (Shadow), Return (Purified)"
565,Carracosta,"Water, Rock",192,197,179,"Rock Throw, Water Gun","Ancient Power, Body Slam, Liquidation, Surf, Frustration (Shadow), Return (Purified)"
566,Archen,"Rock, Flying",213,89,146,"Quick Attack, Wing Attack","Ancient Power, Crunch, Dragon Claw, Frustration (Shadow), Return (Purified)"
567,Archeops,"Rock, Flying",292,139,181,"Steel Wing, Wing Attack","Ancient Power, Crunch, Dragon Claw, Frustration (Shadow), Return (Purified)"
568,Trubbish,Poison,96,122,137,"Pound, Take Down","Gunk Shot, Seed Bomb, Frustration (Shadow), Return (Purified)"
569,Garbodor,Poison,181,164,190,"Infestation, Take Down","Acid Spray, Body Slam, Gunk Shot, Seed Bomb, Frustration (Shadow), Return (Purified)"
570,Zorua,Dark,153,78,120,"Feint Attack, Scratch","Aerial Ace, Dark Pulse, Foul Play, Night Shade"
570,Hisuian Zorua,"Normal, Ghost",162,79,111,"Scratch, Snarl","Dark Pulse, Foul Play, Night Shade, Shadow Ball"
571,Zoroark,Dark,250,127,155,"Shadow Claw, Snarl","Flamethrower, Foul Play, Night Shade, Sludge Bomb"
571,Hisuian Zoroark,"Normal, Ghost",261,128,146,"Shadow Claw, Snarl","Flamethrower, Foul Play, Shadow Ball, Sludge Bomb"
572,Minccino,Normal,98,80,146,"Charm, Pound","Aqua Tail, Swift, Thunderbolt"
573,Cinccino,Normal,198,130,181,"Charm, Pound","Aqua Tail, Hyper Beam, Thunderbolt"
574,Gothita,Psychic,98,112,128,"Confusion, Pound","Psybeam, Psychic, Psyshock, Frustration (Shadow), Return (Purified)"
575,Gothorita,Psychic,137,153,155,"Confusion, Pound","Future Sight, Psybeam, Psychic, Frustration (Shadow), Return (Purified)"
576,Gothitelle,Psychic,176,205,172,"Charm, Confusion","Future Sight, Psychic, Rock Slide, Frustration (Shadow), Return (Purified)"
577,Solosis,Psychic,170,83,128,"Hidden Power, Zen Headbutt","Night Shade, Psyshock, Thunder, Frustration (Shadow), Return (Purified)"
578,Duosion,Psychic,208,103,163,"Hidden Power, Zen Headbutt","Night Shade, Psyshock, Thunder, Frustration (Shadow), Return (Purified)"
579,Reuniclus,Psychic,214,148,242,"Hidden Power, Zen Headbutt, Charm (Community Day)","Future Sight, Psyshock, Shadow Ball, Thunder, Frustration (Shadow), Return (Purified)"
580,Ducklett,"Water, Flying",84,96,158,"Water Gun, Wing Attack","Aerial Ace, Brave Bird, Bubble Beam, Frustration (Shadow), Return (Purified)"
581,Swanna,"Water, Flying",182,132,181,"Air Slash, Water Gun","Bubble Beam, Fly, Hurricane, Ice Beam, Frustration (Shadow), Return (Purified)"
582,Vanillite,Ice,118,106,113,"Astonish, Powder Snow","Ice Beam, Icy Wind, Signal Beam"
583,Vanillish,Ice,151,138,139,"Astonish, Frost Breath","Ice Beam, Icy Wind, Signal Beam"
584,Vanilluxe,Ice,218,184,174,"Astonish, Frost Breath","Blizzard, Flash Cannon, Signal Beam, Avalanche (Community Day)"
585,Deerling Spring Form,"Normal, Grass",115,100,155,"Tackle, Take Down","Energy Ball, Seed Bomb, Trailblaze, Wild Charge"
585,Deerling Autum Form,"Normal, Grass",115,100,155,"Tackle, Take Down","Energy Ball, Seed Bomb, Trailblaze, Wild Charge"
585,Deerling Summer Form,"Normal, Grass",115,100,155,"Tackle, Take Down","Energy Ball, Seed Bomb, Trailblaze, Wild Charge"
585,Deerling Winter Form,"Normal, Grass",115,100,155,"Tackle, Take Down","Energy Ball, Seed Bomb, Trailblaze, Wild Charge"
586,Sawsbuck Spring Form,"Normal, Grass",198,146,190,"Feint Attack, Take Down","Hyper Beam, Megahorn, Solar Beam, Trailblaze, Wild Charge"
586,Sawsbuck Autum Form,"Normal, Grass",198,146,190,"Feint Attack, Take Down","Hyper Beam, Megahorn, Solar Beam, Trailblaze, Wild Charge"
586,Sawsbuck Summer Form,"Normal, Grass",198,146,190,"Feint Attack, Take Down","Hyper Beam, Megahorn, Solar Beam, Trailblaze, Wild Charge"
586,Sawsbuck Winter Form,"Normal, Grass",198,146,190,"Feint Attack, Take Down","Hyper Beam, Megahorn, Solar Beam, Trailblaze, Wild Charge"
587,Emolga,"Electric, Flying",158,127,146,"Quick Attack, Thunder Shock","Acrobatics, Aerial Ace, Discharge, Thunderbolt"
588,Karrablast,Bug,137,87,137,"Fury Cutter, Peck","Aerial Ace, Drill Run, Signal Beam, X-Scissor, Frustration (Shadow), Return (Purified)"
589,Escavalier,"Bug, Steel",223,187,172,"Bug Bite, Counter","Acid Spray, Aerial Ace, Drill Run, Megahorn, Razor Shell (Community Day), Frustration (Shadow), Return (Purified)"
590,Foongus,"Grass, Poison",97,91,170,"Astonish, Feint Attack","Body Slam, Energy Ball, Grass Knot, Frustration (Shadow), Return (Purified)"
591,Amoonguss,"Grass, Poison",155,139,249,"Astonish, Feint Attack","Foul Play, Grass Knot, Sludge Bomb, Frustration (Shadow), Return (Purified)"
592,Frillish Male,"Water, Ghost",115,134,146,"Bubble, Hex","Ice Beam, Night Shade, Ominous Wind"
592,Frillish Female,"Water, Ghost",115,134,146,"Bubble, Hex","Ice Beam, Night Shade, Ominous Wind"
593,Jellicent Male,"Water, Ghost",159,178,225,"Bubble, Hex","Bubble Beam, Ice Beam, Shadow Ball, Surf"
593,Jellicent Female,"Water, Ghost",159,178,225,"Bubble, Hex","Bubble Beam, Ice Beam, Shadow Ball, Surf"
594,Alomomola,Water,138,131,338,"Hidden Power, Waterfall","Blizzard, Hydro Pump, Psychic"
595,Joltik,"Bug, Electric",110,98,137,"Charge Beam, Sucker Punch","Bug Buzz, Cross Poison, Discharge, Frustration (Shadow), Return (Purified)"
596,Galvantula,"Bug, Electric",201,128,172,"Fury Cutter, Volt Switch","Bug Buzz, Cross Poison, Discharge, Energy Ball, Lunge, Frustration (Shadow), Return (Purified)"
597,Ferroseed,"Grass, Steel",82,155,127,"Metal Claw, Tackle","Flash Cannon, Gyro Ball, Iron Head, Frustration (Shadow), Return (Purified)"
598,Ferrothorn,"Grass, Steel",158,223,179,"Bullet Seed, Metal Claw","Acid Spray, Flash Cannon, Mirror Shot, Power Whip, Thunder, Frustration (Shadow), Return (Purified)"
599,Klink,Steel,98,121,120,"Charge Beam, Metal Sound, Volt Switch","Discharge, Vise Grip, Zap Cannon"
600,Klang,Steel,150,174,155,"Charge Beam, Metal Sound, Thunder Shock","Thunderbolt, Vise Grip, Zap Cannon"
601,Klinklang,Steel,199,214,155,"Charge Beam, Metal Sound, Thunder Shock","Flash Cannon, Hyper Beam, Mirror Shot, Zap Cannon"
602,Tynamo,Electric,105,78,111,"Spark, Tackle",Struggle
603,Eelektrik,Electric,156,130,163,"Acid, Spark","Crunch, Discharge, Thunderbolt"
604,Eelektross,Electric,217,152,198,"Acid, Spark, Volt Switch (Community Day)","Acid Spray, Crunch, Dragon Claw, Liquidation, Thunderbolt"
605,Elgyem,Psychic,148,100,146,"Astonish, Confusion","Dark Pulse, Psybeam, Psychic"
606,Beheeyem,Psychic,221,163,181,"Astonish, Confusion","Dark Pulse, Psychic, Rock Slide"
607,Litwick,"Ghost, Fire",108,98,137,"Astonish, Ember","Flame Burst, Flame Charge, Heat Wave, Mystical Fire, Frustration (Shadow), Return (Purified)"
608,Lampent,"Ghost, Fire",169,115,155,"Astonish, Ember","Energy Ball, Flame Burst, Heat Wave, Frustration (Shadow), Return (Purified)"
609,Chandelure,"Ghost, Fire",271,182,155,"Fire Spin, Hex, Incinerate","Energy Ball, Flame Charge, Overheat, Shadow Ball, Poltergeist (Community Day), Frustration (Shadow), Return (Purified)"
610,Axew,Dragon,154,101,130,"Iron Tail, Scratch","Aqua Tail, Dragon Claw, Dragon Pulse"
611,Fraxure,Dragon,212,123,165,"Dragon Tail, Iron Tail","Aqua Tail, Dragon Claw, Night Slash"
612,Haxorus,Dragon,284,172,183,"Counter, Dragon Tail","Dragon Claw, Earthquake, Night Slash, Surf, Breaking Swipe (Community Day)"
613,Cubchoo,Ice,128,74,146,"Charm, Powder Snow","Ice Punch, Icy Wind, Play Rough"
614,Beartic,Ice,233,152,216,"Charm, Powder Snow","Ice Punch, Liquidation, Play Rough, Surf"
615,Cryogonal,Ice,190,218,190,"Frost Breath, Ice Shard","Aurora Beam, Night Slash, Solar Beam, Triple Axel, Water Pulse"
